order_id,order_date,customer,product,category,quantity,price,region
1055,2025-02-11,Sarah Kim,Monitor,Electronics,4,274.83,West
1056,2025-04-01,Daniel Garcia,Keyboard,Accessories,3,81.34,East
1057,2026-10-12,Olivia Miller,Monitor,Electronics,1,289.77,West
1058,2025-05-28,John Smith,Desk,Furniture,3,447.94,West
1059,2025-10-02,Daniel Garcia,Mouse,Accessories,1,23.9,East
1060,2026-01-25,Daniel Garcia,Printer,Electronics,5,199.93,South
1061,2026-03-08,Sarah Kim,Mouse,Accessories,3,24.93,North
1062,2025-09-12,Bob Lee,Monitor,Electronics,2,278.85,North
1063,2026-10-01,Olivia Miller,Keyboard,Accessories,3,77.07,West
1064,2026-05-06,Alice Brown,Printer,Electronics,2,215.59,East
1065,2026-07-15,John Smith,Printer,Electronics,4,235.44,South
1066,2026-04-03,William Thomas,Desk,Furniture,2,452.41,East
1067,2026-08-02,John Smith,Laptop,Electronics,3,1131.68,South
1068,2026-10-14,Sophia Martinez,Monitor,Electronics,5,329.96,West
1069,2026-11-04,Benjamin Jackson,Keyboard,Accessories,2,85.14,South
1070,2025-05-20,Alice Brown,Monitor,Electronics,2,316.22,West
1071,2026-05-18,Sophia Martinez,Chair,Furniture,1,244.24,East
1072,2026-06-20,Olivia Miller,Keyboard,Accessories,4,75.06,East
1073,2025-07-26,Emily Taylor,Monitor,Electronics,1,280.68,East
1074,2025-01-17,Olivia Miller,Monitor,Electronics,1,305.53,North
1075,2026-05-21,Michael Davis,Monitor,Electronics,5,296.94,West
1076,2026-07-21,Sarah Kim,Headphones,Accessories,3,108.47,North
1077,2026-05-25,David Jones,Webcam,Accessories,1,95.41,South
1078,2026-09-19,Michael Davis,Webcam,Accessories,2,92.2,North
1079,2026-10-28,Daniel Garcia,Monitor,Electronics,1,303.46,North
1080,2025-02-03,James Anderson,Laptop,Electronics,1,1292.2,West
1081,2025-06-02,Bob Lee,Headphones,Accessories,1,116.54,West
1082,2025-07-17,John Smith,Webcam,Accessories,4,96.8,South
1083,2025-10-28,Michael Davis,Laptop,Electronics,3,1187.55,South
1084,2026-12-21,Emily Taylor,Headphones,Accessories,2,118.78,West
1085,2026-02-01,Bob Lee,Laptop,Electronics,5,1178.2,North
1086,2025-11-02,James Anderson,Laptop,Electronics,4,1115.59,North
1087,2026-07-30,Ava Moore,Monitor,Electronics,2,280.33,North
1088,2026-04-04,Olivia Miller,Printer,Electronics,1,241.52,East
1089,2025-07-28,John Smith,Webcam,Accessories,3,95.0,East
1090,2025-04-05,Daniel Garcia,Mouse,Accessories,2,26.24,South
1091,2025-02-27,Alice Brown,Printer,Electronics,1,199.9,West
1092,2026-02-27,Sarah Kim,Printer,Electronics,5,231.77,South
1093,2026-09-10,John Smith,Chair,Furniture,5,225.95,North
1094,2026-03-04,James Anderson,Headphones,Accessories,2,112.33,East
1095,2026-01-09,Benjamin Jackson,Monitor,Electronics,4,288.75,South
1096,2025-12-17,Alice Brown,Webcam,Accessories,5,85.1,East
1097,2025-06-16,David Jones,Mouse,Accessories,4,22.51,West
1098,2026-10-04,James Anderson,Tablet,Electronics,4,655.55,North
1099,2025-06-20,Ava Moore,Mouse,Accessories,3,22.85,South
1100,2026-06-26,Emily Taylor,Headphones,Accessories,2,118.29,East
1101,2025-11-11,James Anderson,Printer,Electronics,2,202.47,North
1102,2026-10-25,Sophia Martinez,Desk,Furniture,5,494.2,North
1103,2026-08-20,Emily Taylor,Chair,Furniture,3,264.59,North
1104,2026-12-17,Sophia Martinez,Monitor,Electronics,5,282.25,North
1105,2026-09-05,Olivia Miller,Keyboard,Accessories,2,82.37,West
1106,2026-08-19,Daniel Garcia,Mouse,Accessories,5,23.5,South
1107,2026-08-19,Bob Lee,Headphones,Accessories,1,108.78,West
1108,2025-04-04,Sarah Kim,Mouse,Accessories,5,25.6,East
1109,2026-04-24,Alice Brown,Headphones,Accessories,5,128.5,West
1110,2025-01-22,Emily Taylor,Printer,Electronics,2,217.54,South
1111,2026-11-03,Sophia Martinez,Laptop,Electronics,3,1260.79,South
1112,2025-01-16,Benjamin Jackson,Headphones,Accessories,4,121.18,East
1113,2026-06-29,William Thomas,Monitor,Electronics,2,327.35,North
1114,2025-06-30,William Thomas,Webcam,Accessories,2,96.11,South
1115,2026-10-12,Michael Davis,Printer,Electronics,2,219.9,East
1116,2025-11-18,David Jones,Webcam,Accessories,1,90.29,East
1117,2025-03-01,Emily Taylor,Chair,Furniture,2,226.58,East
1118,2025-09-30,Emily Taylor,Webcam,Accessories,4,88.34,East
1119,2026-07-28,Olivia Miller,Monitor,Electronics,2,318.56,South
1120,2025-05-23,Emily Taylor,Printer,Electronics,4,208.7,South
1121,2025-08-16,Sarah Kim,Tablet,Electronics,4,571.06,West
1122,2025-11-09,Sarah Kim,Tablet,Electronics,2,578.26,West
1123,2025-03-03,Emily Taylor,Chair,Furniture,1,234.73,East
1124,2026-12-31,David Jones,Tablet,Electronics,2,546.06,South
1125,2025-08-12,Benjamin Jackson,Monitor,Electronics,2,310.74,South
1126,2026-09-14,Emily Taylor,Printer,Electronics,1,212.97,West
1127,2026-10-15,James Anderson,Webcam,Accessories,1,81.23,South
1128,2026-03-29,Emily Taylor,Keyboard,Accessories,3,73.2,East
1129,2026-10-30,David Jones,Printer,Electronics,3,201.87,East
1130,2026-09-28,Alice Brown,Laptop,Electronics,3,1082.91,South
1131,2026-12-04,James Anderson,Keyboard,Accessories,1,72.6,West
1132,2025-09-16,Emily Taylor,Laptop,Electronics,4,1205.32,East
1133,2025-07-23,Bob Lee,Keyboard,Accessories,2,81.42,East
1134,2025-02-16,Alice Brown,Tablet,Electronics,5,617.34,West
1135,2025-01-04,Ava Moore,Keyboard,Accessories,4,72.86,North
1136,2026-11-26,Alice Brown,Keyboard,Accessories,3,75.41,West
1137,2026-07-03,David Jones,Monitor,Electronics,4,303.86,North
1138,2026-10-02,Sarah Kim,Laptop,Electronics,4,1275.61,North
1139,2026-10-07,James Anderson,Headphones,Accessories,2,131.23,North
1140,2025-12-18,Sarah Kim,Printer,Electronics,3,227.52,South
1141,2026-05-21,William Thomas,Keyboard,Accessories,4,82.11,North
1142,2026-01-24,Bob Lee,Tablet,Electronics,5,634.96,West
1143,2026-12-19,Bob Lee,Desk,Furniture,1,494.88,West
1144,2025-08-24,John Smith,Keyboard,Accessories,2,83.85,South
1145,2026-04-22,Olivia Miller,Keyboard,Accessories,2,86.54,West
1146,2026-04-03,Sarah Kim,Mouse,Accessories,2,25.34,North
1147,2025-06-24,Alice Brown,Laptop,Electronics,4,1298.33,West
1148,2025-01-27,Bob Lee,Mouse,Accessories,1,27.24,East
1149,2026-11-07,Daniel Garcia,Headphones,Accessories,2,113.03,West
1150,2026-05-16,Daniel Garcia,Mouse,Accessories,1,27.47,North
1151,2026-03-16,Emma Wilson,Laptop,Electronics,3,1115.66,East
1152,2025-01-26,Emma Wilson,Chair,Furniture,3,261.58,North
1153,2025-12-05,Olivia Miller,Headphones,Accessories,4,120.08,East
1154,2025-10-07,Alice Brown,Tablet,Electronics,2,625.45,North
1155,2026-04-15,William Thomas,Keyboard,Accessories,5,83.8,South
1156,2025-05-02,David Jones,Laptop,Electronics,4,1143.69,West
1157,2026-11-11,John Smith,Tablet,Electronics,2,567.35,East
1158,2026-05-11,John Smith,Desk,Furniture,5,446.42,South
1159,2025-02-22,Benjamin Jackson,Laptop,Electronics,1,1156.92,North
1160,2026-08-31,Daniel Garcia,Monitor,Electronics,4,274.44,West
1161,2026-04-12,Alice Brown,Monitor,Electronics,3,270.07,North
1162,2025-11-14,Emma Wilson,Headphones,Accessories,1,128.93,South
1163,2025-05-14,Ava Moore,Mouse,Accessories,3,24.06,West
1164,2026-01-09,Michael Davis,Headphones,Accessories,2,123.24,South
1165,2025-02-17,William Thomas,Tablet,Electronics,4,642.17,North
1166,2025-10-15,Olivia Miller,Headphones,Accessories,3,117.57,North
1167,2026-06-08,Alice Brown,Laptop,Electronics,3,1125.3,South
1168,2025-06-19,Alice Brown,Chair,Furniture,4,259.5,East
1169,2025-05-06,Emma Wilson,Printer,Electronics,3,228.03,East
1170,2026-02-25,David Jones,Printer,Electronics,1,202.23,North
1171,2025-04-16,Michael Davis,Laptop,Electronics,3,1132.17,East
1172,2026-08-30,David Jones,Laptop,Electronics,4,1292.15,East
1173,2026-01-23,Benjamin Jackson,Desk,Furniture,5,485.93,East
1174,2025-04-01,John Smith,Printer,Electronics,5,237.55,North
1175,2025-05-01,Emily Taylor,Laptop,Electronics,3,1173.96,East
1176,2025-05-01,Emma Wilson,Tablet,Electronics,3,637.34,South
1177,2025-04-05,Ava Moore,Printer,Electronics,4,200.68,East
1178,2025-01-22,Benjamin Jackson,Monitor,Electronics,4,296.01,East
1179,2026-12-02,Olivia Miller,Mouse,Accessories,5,23.79,North
1180,2026-05-23,Emma Wilson,Laptop,Electronics,3,1248.04,West
1181,2026-11-09,Olivia Miller,Chair,Furniture,4,252.43,North
1182,2026-03-19,Daniel Garcia,Keyboard,Accessories,2,73.39,West
1183,2025-02-17,John Smith,Webcam,Accessories,4,82.23,East
1184,2026-05-16,Emily Taylor,Chair,Furniture,5,269.52,West
1185,2026-05-08,John Smith,Keyboard,Accessories,3,80.7,North
1186,2025-09-11,Sarah Kim,Printer,Electronics,2,240.73,West
1187,2025-02-26,Sophia Martinez,Laptop,Electronics,4,1191.51,South
1188,2026-01-13,Olivia Miller,Monitor,Electronics,1,317.53,South
1189,2025-05-09,Bob Lee,Tablet,Electronics,2,563.12,South
1190,2025-07-20,James Anderson,Monitor,Electronics,4,291.49,West
1191,2026-06-25,Emma Wilson,Keyboard,Accessories,2,85.87,East
1192,2025-06-20,Daniel Garcia,Mouse,Accessories,5,22.96,South
1193,2025-01-11,David Jones,Monitor,Electronics,3,324.61,South
1194,2026-04-15,Bob Lee,Laptop,Electronics,2,1256.6,North
1195,2025-07-30,Olivia Miller,Chair,Furniture,5,227.12,East
1196,2025-01-07,David Jones,Keyboard,Accessories,1,73.41,North
1197,2025-10-10,Olivia Miller,Desk,Furniture,1,406.57,West
1198,2025-06-23,Benjamin Jackson,Monitor,Electronics,2,286.49,North
1199,2026-02-26,Alice Brown,Monitor,Electronics,4,291.07,North
1200,2026-05-17,John Smith,Desk,Furniture,5,441.67,South
1201,2026-08-22,Bob Lee,Monitor,Electronics,1,275.08,East
1202,2026-03-05,Olivia Miller,Headphones,Accessories,4,124.38,East
1203,2026-02-04,Ava Moore,Webcam,Accessories,3,98.19,North
1204,2026-03-29,Alice Brown,Laptop,Electronics,4,1252.49,North
1205,2026-12-13,Ava Moore,Keyboard,Accessories,1,73.64,South
1206,2026-05-23,Sophia Martinez,Printer,Electronics,2,230.06,West
1207,2025-03-08,Alice Brown,Keyboard,Accessories,1,77.54,East
1208,2025-11-28,Benjamin Jackson,Tablet,Electronics,2,544.41,East
1209,2025-11-06,James Anderson,Printer,Electronics,5,238.89,North
1210,2026-01-15,Sophia Martinez,Desk,Furniture,2,475.17,South
1211,2026-12-02,Olivia Miller,Tablet,Electronics,5,579.9,West
1212,2025-02-12,Bob Lee,Tablet,Electronics,2,617.82,South
1213,2026-12-20,Michael Davis,Chair,Furniture,2,233.13,South
1214,2026-04-05,Emily Taylor,Keyboard,Accessories,1,84.21,North
1215,2025-03-21,Olivia Miller,Headphones,Accessories,2,109.32,North
1216,2025-10-29,Daniel Garcia,Chair,Furniture,5,234.33,West
1217,2026-10-18,Bob Lee,Desk,Furniture,1,479.68,North
1218,2026-10-25,John Smith,Mouse,Accessories,2,23.68,South
1219,2025-07-11,Sophia Martinez,Tablet,Electronics,2,619.21,South
1220,2026-05-17,Bob Lee,Desk,Furniture,4,437.67,North
1221,2026-05-24,Alice Brown,Webcam,Accessories,5,83.84,South
1222,2025-03-24,Emily Taylor,Keyboard,Accessories,2,73.62,East
1223,2026-09-21,Daniel Garcia,Webcam,Accessories,1,98.42,East
1224,2026-07-23,Bob Lee,Webcam,Accessories,3,82.53,South
1225,2025-09-06,Emily Taylor,Tablet,Electronics,1,628.78,North
1226,2026-10-14,Ava Moore,Laptop,Electronics,4,1202.42,East
1227,2026-01-27,Alice Brown,Headphones,Accessories,4,117.72,South
1228,2025-06-17,Olivia Miller,Mouse,Accessories,5,26.52,West
1229,2026-08-14,Emma Wilson,Tablet,Electronics,2,618.93,South
1230,2026-10-21,David Jones,Monitor,Electronics,1,324.41,North
1231,2026-03-12,David Jones,Webcam,Accessories,5,94.26,North
1232,2026-01-26,David Jones,Keyboard,Accessories,1,75.45,West
1233,2026-09-29,Emma Wilson,Chair,Furniture,3,229.48,East
1234,2025-06-14,Ava Moore,Laptop,Electronics,1,1299.38,South
1235,2026-11-20,Olivia Miller,Keyboard,Accessories,5,78.67,North
1236,2025-01-20,Benjamin Jackson,Keyboard,Accessories,3,84.52,East
1237,2026-04-28,Benjamin Jackson,Mouse,Accessories,4,26.28,West
1238,2025-02-18,Alice Brown,Printer,Electronics,1,222.27,North
1239,2026-08-25,Daniel Garcia,Laptop,Electronics,3,1298.88,South
1240,2025-09-15,Alice Brown,Printer,Electronics,2,225.66,North
1241,2026-06-24,Emily Taylor,Laptop,Electronics,4,1258.65,North
1242,2026-10-19,Bob Lee,Chair,Furniture,5,241.96,South
1243,2026-09-22,Ava Moore,Keyboard,Accessories,4,80.41,East
1244,2025-03-02,Benjamin Jackson,Mouse,Accessories,1,23.39,East
1245,2026-02-26,James Anderson,Laptop,Electronics,4,1243.39,South
1246,2026-07-12,Emma Wilson,Mouse,Accessories,4,23.69,South
1247,2026-08-27,Michael Davis,Mouse,Accessories,3,23.56,East
1248,2025-09-19,Daniel Garcia,Monitor,Electronics,4,329.91,South
1249,2026-02-08,Michael Davis,Headphones,Accessories,4,110.79,West
1250,2026-08-31,Daniel Garcia,Headphones,Accessories,5,109.53,North
1251,2026-11-26,Emily Taylor,Mouse,Accessories,4,26.29,South
1252,2026-10-09,David Jones,Laptop,Electronics,5,1244.22,South
1253,2025-03-25,David Jones,Desk,Furniture,1,455.65,North
1254,2025-10-05,Olivia Miller,Laptop,Electronics,1,1181.7,North
1255,2025-07-05,Alice Brown,Printer,Electronics,4,235.24,North
1256,2025-09-05,Sophia Martinez,Monitor,Electronics,4,282.75,East
1257,2026-03-24,Daniel Garcia,Headphones,Accessories,5,113.34,North
1258,2025-07-17,Alice Brown,Mouse,Accessories,1,26.4,East
1259,2025-05-18,Emily Taylor,Laptop,Electronics,3,1125.4,East
1260,2026-03-10,Emily Taylor,Monitor,Electronics,4,284.15,North
1261,2025-12-14,Sophia Martinez,Chair,Furniture,3,225.1,South
1262,2026-03-20,Michael Davis,Tablet,Electronics,5,550.29,North
1263,2026-12-19,Alice Brown,Monitor,Electronics,2,312.52,West
1264,2025-07-20,Sophia Martinez,Headphones,Accessories,4,110.42,West
1265,2025-06-17,Michael Davis,Keyboard,Accessories,1,84.91,East
1266,2025-08-22,Emily Taylor,Mouse,Accessories,3,26.84,South
1267,2025-06-07,David Jones,Laptop,Electronics,3,1199.74,West
1268,2025-05-18,Bob Lee,Printer,Electronics,2,222.26,South
1269,2026-06-02,Sarah Kim,Printer,Electronics,5,231.88,North
1270,2026-02-21,David Jones,Monitor,Electronics,2,326.11,East
1271,2025-10-24,Michael Davis,Chair,Furniture,3,230.91,South
1272,2026-12-17,John Smith,Mouse,Accessories,4,23.33,West
1273,2026-09-04,Benjamin Jackson,Printer,Electronics,5,219.01,West
1274,2025-05-07,Ava Moore,Tablet,Electronics,4,627.63,South
1275,2025-01-08,Emma Wilson,Tablet,Electronics,2,605.54,West
1276,2026-12-02,Olivia Miller,Tablet,Electronics,5,598.11,North
1277,2025-12-09,Benjamin Jackson,Headphones,Accessories,1,122.1,West
1278,2026-08-28,John Smith,Tablet,Electronics,3,628.56,West
1279,2026-01-24,Sophia Martinez,Printer,Electronics,1,204.34,East
1280,2025-04-15,Sarah Kim,Mouse,Accessories,2,23.67,South
1281,2025-07-02,Alice Brown,Laptop,Electronics,4,1083.23,North
1282,2026-03-28,Emma Wilson,Tablet,Electronics,2,616.63,East
1283,2025-10-18,John Smith,Keyboard,Accessories,1,73.67,West
1284,2026-12-21,James Anderson,Printer,Electronics,4,212.45,West
1285,2025-09-09,Sarah Kim,Headphones,Accessories,4,116.25,North
1286,2026-05-10,Sophia Martinez,Chair,Furniture,5,272.91,North
1287,2026-06-09,Ava Moore,Laptop,Electronics,3,1304.85,South
1288,2026-12-07,David Jones,Keyboard,Accessories,2,79.06,North
1289,2025-09-20,Sophia Martinez,Mouse,Accessories,5,26.81,East
1290,2026-10-29,Sophia Martinez,Chair,Furniture,5,257.01,East
1291,2025-05-18,Olivia Miller,Laptop,Electronics,5,1147.0,West
1292,2025-01-01,Daniel Garcia,Webcam,Accessories,4,91.37,North
1293,2025-05-04,Michael Davis,Chair,Furniture,2,225.04,West
1294,2026-04-20,Michael Davis,Keyboard,Accessories,1,82.35,North
1295,2026-09-05,Benjamin Jackson,Headphones,Accessories,1,125.6,South
1296,2026-07-16,John Smith,Headphones,Accessories,4,116.77,North
1297,2026-02-02,Ava Moore,Tablet,Electronics,3,578.68,South
1298,2025-07-25,Emily Taylor,Tablet,Electronics,2,629.28,East
1299,2026-12-25,Emma Wilson,Chair,Furniture,5,238.9,North
1300,2025-06-27,Ava Moore,Laptop,Electronics,5,1137.37,West
1301,2025-02-14,Daniel Garcia,Mouse,Accessories,4,26.72,East
1302,2025-03-20,John Smith,Keyboard,Accessories,5,75.32,East
1303,2026-07-15,William Thomas,Webcam,Accessories,4,94.61,South
1304,2025-01-06,William Thomas,Keyboard,Accessories,5,83.11,North
1305,2025-09-15,Sophia Martinez,Monitor,Electronics,1,325.94,West
1306,2026-10-24,Olivia Miller,Webcam,Accessories,3,87.6,North
1307,2025-03-24,Bob Lee,Printer,Electronics,2,241.62,West
1308,2026-05-12,Emma Wilson,Desk,Furniture,4,473.81,South
1309,2026-05-14,John Smith,Laptop,Electronics,3,1300.65,North
1310,2026-12-15,James Anderson,Printer,Electronics,4,239.29,South
1311,2026-07-09,Bob Lee,Chair,Furniture,3,273.75,West
1312,2026-06-19,James Anderson,Laptop,Electronics,5,1271.66,North
1313,2026-12-17,Alice Brown,Printer,Electronics,2,199.04,North
1314,2026-03-08,Olivia Miller,Keyboard,Accessories,4,79.94,West
1315,2025-11-04,James Anderson,Mouse,Accessories,2,26.27,East
1316,2025-02-07,Michael Davis,Keyboard,Accessories,2,73.74,West
1317,2026-01-18,Alice Brown,Tablet,Electronics,3,583.23,East
1318,2026-09-05,Alice Brown,Keyboard,Accessories,3,85.11,West
1319,2026-06-15,Sophia Martinez,Keyboard,Accessories,1,82.02,South
1320,2025-01-24,Ava Moore,Tablet,Electronics,4,608.12,West
1321,2026-01-28,James Anderson,Desk,Furniture,2,429.39,East
1322,2026-06-14,Ava Moore,Monitor,Electronics,2,323.73,East
1323,2025-12-15,James Anderson,Chair,Furniture,5,263.3,South
1324,2026-11-03,Bob Lee,Headphones,Accessories,1,121.82,South
1325,2025-05-29,Sarah Kim,Monitor,Electronics,1,289.48,South
1326,2025-02-18,Emma Wilson,Monitor,Electronics,4,272.35,East
1327,2025-06-26,William Thomas,Mouse,Accessories,1,23.44,East
1328,2025-06-28,David Jones,Printer,Electronics,1,201.58,South
1329,2026-07-20,David Jones,Laptop,Electronics,1,1269.97,North
1330,2026-10-06,Michael Davis,Mouse,Accessories,5,24.88,West
1331,2025-06-24,John Smith,Desk,Furniture,2,433.23,North
1332,2025-03-24,Bob Lee,Keyboard,Accessories,5,81.07,North
1333,2025-09-19,Michael Davis,Mouse,Accessories,3,22.6,East
1334,2026-10-26,John Smith,Headphones,Accessories,1,108.89,South
1335,2026-11-24,John Smith,Mouse,Accessories,2,25.5,West
1336,2025-07-27,Bob Lee,Printer,Electronics,1,241.49,North
1337,2026-05-04,Bob Lee,Chair,Furniture,2,242.29,North
1338,2025-02-09,Benjamin Jackson,Headphones,Accessories,5,126.3,South
1339,2025-06-18,Bob Lee,Desk,Furniture,3,469.61,East
1340,2026-08-19,Ava Moore,Mouse,Accessories,5,25.06,South
1341,2026-09-04,Olivia Miller,Printer,Electronics,3,211.02,North
1342,2026-07-28,Bob Lee,Monitor,Electronics,2,271.18,West
1343,2025-12-08,Emily Taylor,Headphones,Accessories,3,117.74,West
1344,2025-04-02,Sophia Martinez,Laptop,Electronics,5,1217.42,South
1345,2026-09-08,James Anderson,Keyboard,Accessories,5,73.19,North
1346,2026-04-03,Sarah Kim,Webcam,Accessories,5,87.79,South
1347,2026-03-30,Daniel Garcia,Webcam,Accessories,4,90.05,West
1348,2026-06-19,Olivia Miller,Printer,Electronics,3,200.27,West
1349,2026-02-21,David Jones,Printer,Electronics,1,238.6,North
1350,2026-09-28,Alice Brown,Monitor,Electronics,2,315.43,West
1351,2026-04-07,Olivia Miller,Keyboard,Accessories,1,78.15,South
1352,2025-04-02,James Anderson,Chair,Furniture,3,260.15,West
1353,2026-10-08,John Smith,Tablet,Electronics,5,637.47,South
1354,2025-05-22,Ava Moore,Keyboard,Accessories,4,87.77,East
1355,2025-03-01,Daniel Garcia,Printer,Electronics,5,241.07,East
1356,2025-09-03,John Smith,Keyboard,Accessories,2,82.87,South
1357,2026-09-19,Alice Brown,Headphones,Accessories,3,121.7,West
1358,2026-05-17,Daniel Garcia,Chair,Furniture,5,231.63,South
1359,2026-07-30,Daniel Garcia,Tablet,Electronics,2,626.76,South
1360,2026-12-04,Emily Taylor,Mouse,Accessories,4,24.56,East
1361,2025-03-27,Sarah Kim,Laptop,Electronics,1,1246.46,North
1362,2026-08-24,Bob Lee,Monitor,Electronics,1,326.0,East
1363,2026-02-16,Ava Moore,Keyboard,Accessories,4,82.53,North
1364,2025-01-24,Benjamin Jackson,Laptop,Electronics,3,1093.89,West
1365,2025-12-08,Emily Taylor,Laptop,Electronics,3,1186.79,North
1366,2026-12-29,Ava Moore,Headphones,Accessories,5,122.14,South
1367,2025-04-10,Alice Brown,Headphones,Accessories,4,127.42,East
1368,2025-09-04,Michael Davis,Headphones,Accessories,2,126.01,West
1369,2026-01-27,John Smith,Keyboard,Accessories,5,77.88,South
1370,2025-03-22,Sophia Martinez,Keyboard,Accessories,5,75.05,North
1371,2026-03-27,John Smith,Chair,Furniture,4,262.19,North
1372,2026-05-11,John Smith,Laptop,Electronics,5,1226.56,West
1373,2025-08-31,Ava Moore,Headphones,Accessories,2,115.69,North
1374,2025-03-29,James Anderson,Laptop,Electronics,5,1131.43,East
1375,2025-07-03,Sarah Kim,Printer,Electronics,2,205.31,East
1376,2026-07-21,Emma Wilson,Mouse,Accessories,1,23.45,North
1377,2026-07-25,Michael Davis,Monitor,Electronics,4,299.56,North
1378,2026-01-02,Michael Davis,Webcam,Accessories,3,90.37,South
1379,2026-03-29,Olivia Miller,Tablet,Electronics,4,570.74,East
1380,2025-02-27,James Anderson,Laptop,Electronics,5,1091.37,North
1381,2025-01-15,David Jones,Laptop,Electronics,4,1137.08,South
1382,2026-09-24,David Jones,Chair,Furniture,1,230.55,West
1383,2026-11-09,Bob Lee,Laptop,Electronics,2,1132.37,East
1384,2025-11-25,Daniel Garcia,Headphones,Accessories,3,130.38,West
1385,2026-10-31,Emma Wilson,Printer,Electronics,1,224.13,North
1386,2025-03-28,William Thomas,Headphones,Accessories,3,109.15,North
1387,2026-05-16,Alice Brown,Printer,Electronics,4,239.95,West
1388,2026-11-14,Sophia Martinez,Printer,Electronics,3,224.79,North
1389,2025-06-18,John Smith,Chair,Furniture,1,253.36,South
1390,2026-03-29,Bob Lee,Keyboard,Accessories,5,76.55,West
1391,2025-07-05,Sophia Martinez,Keyboard,Accessories,4,83.45,West
1392,2025-04-07,Daniel Garcia,Keyboard,Accessories,2,72.64,West
1393,2025-06-05,Bob Lee,Monitor,Electronics,3,291.25,South
1394,2026-01-09,William Thomas,Laptop,Electronics,5,1126.5,North
1395,2026-06-18,Bob Lee,Printer,Electronics,5,216.33,West
